primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,geo_data
graher1,[],[''],52.4839,13.445,Ardea cinerea,Gray Heron,Manuel Tacke,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/723780,graher1/XC723780.ogg,52.4839 13.445 Manuel Tacke
whbwat1,[],"['call', 'male', 'song']",42.4294,130.6387,Amaurornis phoenicurus,White-breasted Waterhen,Albert Lastukhin & Vladimir Sotnikov ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/266605,whbwat1/XC266605.ogg,42.4294 130.6387 Albert Lastukhin & Vladimir Sotnikov 
grewar3,[],['call'],58.7533,17.865,Phylloscopus trochiloides,Greenish Warbler,Johan Nilsson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/575392,grewar3/XC575392.ogg,58.7533 17.865 Johan Nilsson
litegr,[],['Courtship calls'],51.9,-8.4316,Egretta garzetta,Little Egret,Harry Hussey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/468221,litegr/XC468221.ogg,51.9 -8.4316 Harry Hussey
blrwar1,[],"['male', 'song']",56.0885,47.2584,Acrocephalus dumetorum,Blyth's Reed Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/134920,blrwar1/XC134920.ogg,56.0885 47.2584 Albert Lastukhin
graher1,[],[''],47.7464,102.7653,Ardea cinerea,Gray Heron,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/768226,graher1/XC768226.ogg,47.7464 102.7653 Stanislas Wroza
litegr,[],['call'],-25.3071,27.449,Egretta garzetta,Little Egret,Faansie Peacock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/307189,litegr/XC307189.ogg,-25.3071 27.449 Faansie Peacock
greegr,[],['flight call'],-16.3811,-56.3503,Ardea alba,Great Egret,GABRIEL LEITE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/171678,greegr/XC171678.ogg,-16.3811 -56.3503 GABRIEL LEITE
eurcoo,[],"['adult', 'call', 'sex uncertain']",41.5343,0.514,Fulica atra,Eurasian Coot,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/585648,eurcoo/XC585648.ogg,41.5343 0.514 Jordi Calvet
bcnher,[],['call'],33.6232,-110.9288,Nycticorax nycticorax,Black-crowned Night-Heron,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/492160,bcnher/XC492160.ogg,33.6232 -110.9288 Phoenix Birder
eurcoo,[],['nocturnal flight call'],39.4696,-0.3522,Fulica atra,Eurasian Coot,jesus carrion,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/555011,eurcoo/XC555011.ogg,39.4696 -0.3522 jesus carrion
litegr,[],['call'],36.8149,-6.3366,Egretta garzetta,Little Egret,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/333979,litegr/XC333979.ogg,36.8149 -6.3366 José Carlos Sires
greegr,['comkin1'],['alarm call'],50.4614,3.6773,Ardea alba,Great Egret,Jérémy Simar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/285219,greegr/XC285219.ogg,50.4614 3.6773 Jérémy Simar
bcnher,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",49.1144,-0.4023,Nycticorax nycticorax,Black-crowned Night-Heron,Martin Billard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/684781,bcnher/XC684781.ogg,49.1144 -0.4023 Martin Billard
greegr,[],[''],43.579,-0.3004,Ardea alba,Great Egret,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/786296,greegr/XC786296.ogg,43.579 -0.3004 Bernard BOUSQUET
graher1,[],"['flight call', 'life stage uncertain', 'sex uncertain']",59.9517,17.8793,Ardea cinerea,Gray Heron,Baltasar Pinheiro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/689362,graher1/XC689362.ogg,59.9517 17.8793 Baltasar Pinheiro
greegr,[],[''],22.5055,114.0731,Ardea alba,Great Egret,Geoff Carey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/794544,greegr/XC794544.ogg,22.5055 114.0731 Geoff Carey
eurcoo,[],['nocturnal flight call'],43.7412,-7.867,Fulica atra,Eurasian Coot,Ricardo Hevia,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/641446,eurcoo/XC641446.ogg,43.7412 -7.867 Ricardo Hevia
rorpar,[],['Flight call'],1.4202,103.7203,Psittacula krameri,Rose-ringed Parakeet,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/575955,rorpar/XC575955.ogg,1.4202 103.7203 Okamoto Keita Sin
grtdro1,[],"['call', 'song']",-6.7461,106.5182,Dicrurus paradiseus,Greater Racket-tailed Drongo,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/204128,grtdro1/XC204128.ogg,-6.7461 106.5182 Mike Nelson
blrwar1,[],"['adult', 'alarm call', 'sex uncertain']",19.2657,76.8051,Acrocephalus dumetorum,Blyth's Reed Warbler,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/692991,blrwar1/XC692991.ogg,19.2657 76.8051 Sreekumar Chirukandoth
whbwat1,[],['call'],12.554,102.0469,Amaurornis phoenicurus,White-breasted Waterhen,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/606495,whbwat1/XC606495.ogg,12.554 102.0469 Albert Noorlander
bcnher,[],[''],31.1741,121.4214,Nycticorax nycticorax,Black-crowned Night-Heron,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/760762,bcnher/XC760762.ogg,31.1741 121.4214 Ray Tsu 诸仁
grewar3,[],[''],50.5167,6.0667,Phylloscopus trochiloides,Greenish Warbler,Chèvremont Fabian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/845823,grewar3/XC845823.ogg,50.5167 6.0667 Chèvremont Fabian
eurcoo,[],[''],53.01,6.0708,Fulica atra,Eurasian Coot,Sjouke Scholten,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/712227,eurcoo/XC712227.ogg,53.01 6.0708 Sjouke Scholten
grewar3,[],[''],31.9882,96.6143,Phylloscopus trochiloides,Greenish Warbler,Tiantian Zhao 赵天天,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/817795,grewar3/XC817795.ogg,31.9882 96.6143 Tiantian Zhao 赵天天
gyhcaf1,[],[''],13.7355,100.641,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Peter Ericsson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/841424,gyhcaf1/XC841424.ogg,13.7355 100.641 Peter Ericsson
eurcoo,[],['nocturnal flight call'],41.4875,2.3653,Fulica atra,Eurasian Coot,Feliu López i Gelats,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/659907,eurcoo/XC659907.ogg,41.4875 2.3653 Feliu López i Gelats
graher1,[],['nocturnal flight call'],44.648,11.1413,Ardea cinerea,Gray Heron,Andrea Ravagnani,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601173,graher1/XC601173.ogg,44.648 11.1413 Andrea Ravagnani
whbwat1,[],['alarm call'],17.4855,78.2678,Amaurornis phoenicurus,White-breasted Waterhen,Paul Bourdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/487522,whbwat1/XC487522.ogg,17.4855 78.2678 Paul Bourdin
greegr,[],"['adult', 'alarm call']",42.9037,13.9077,Ardea alba,Great Egret,Dimitri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/669141,greegr/XC669141.ogg,42.9037 13.9077 Dimitri
grewar3,[],['call'],39.1382,66.8735,Phylloscopus trochiloides,Greenish Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/185504,grewar3/XC185504.ogg,39.1382 66.8735 Albert Lastukhin
rewbul,[],['song'],15.2334,107.7501,Pycnonotus jocosus,Red-whiskered Bulbul,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/126901,rewbul/XC126901.ogg,15.2334 107.7501 Patrik Åberg
eurcoo,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",,,Fulica atra,Eurasian Coot,Trevor Lee,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/630165,eurcoo/XC630165.ogg,nan nan Trevor Lee
gyhcaf1,[],[''],35.4157,111.9583,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,ely what,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/814954,gyhcaf1/XC814954.ogg,35.4157 111.9583 ely what
rorpar,[],"['call', 'female']",44.3188,9.3212,Psittacula krameri,Rose-ringed Parakeet,Andrea Simoncini,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/348243,rorpar/XC348243.ogg,44.3188 9.3212 Andrea Simoncini
blrwar1,[],['call'],19.0041,73.2789,Acrocephalus dumetorum,Blyth's Reed Warbler,HARISHCHANDRA MHATRE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/313296,blrwar1/XC313296.ogg,19.0041 73.2789 HARISHCHANDRA MHATRE
whbwat1,[],['call'],1.3262,103.7905,Amaurornis phoenicurus,White-breasted Waterhen,Yeo SB,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/377407,whbwat1/XC377407.ogg,1.3262 103.7905 Yeo SB
gyhcaf1,"['gyhcaf1', 'houcro1']",['song'],27.7323,85.3208,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Ian Hearn,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/489219,gyhcaf1/XC489219.ogg,27.7323 85.3208 Ian Hearn
eurcoo,[],"['begging call', 'hatchling or nestling', 'sex uncertain']",59.3655,18.0775,Fulica atra,Eurasian Coot,Gunnar Dolk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/579945,eurcoo/XC579945.ogg,59.3655 18.0775 Gunnar Dolk
eurcoo,[],['nocturnal flight call'],53.2415,-1.9088,Fulica atra,Eurasian Coot,Rowan Wakefield,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/625645,eurcoo/XC625645.ogg,53.2415 -1.9088 Rowan Wakefield
grewar3,[],['song'],58.3836,13.6487,Phylloscopus trochiloides,Greenish Warbler,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/153143,grewar3/XC153143.ogg,58.3836 13.6487 Patrik Åberg
grtdro1,[],['Song?'],1.336245,103.82292,Dicrurus paradiseus,Greater Racket-tailed Drongo,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/575538,grtdro1/XC575538.ogg,1.336245 103.82292 Okamoto Keita Sin
graher1,[],"['adult', 'flight call', 'sex uncertain']",51.7979,-8.1822,Ardea cinerea,Gray Heron,Harry Hussey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/522323,graher1/XC522323.ogg,51.7979 -8.1822 Harry Hussey
bcnher,[],[''],52.1963,-6.4439,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/798409,bcnher/XC798409.ogg,52.1963 -6.4439 Paul Kelly
bcnher,[],[''],37.0701,-7.7224,Nycticorax nycticorax,Black-crowned Night-Heron,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/699735,bcnher/XC699735.ogg,37.0701 -7.7224 Nelson Conceição
rewbul,[],"['life stage uncertain', 'sex uncertain', 'song']",31.1741,121.4214,Pycnonotus jocosus,Red-whiskered Bulbul,Ray Tsu 诸仁,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/647831,rewbul/XC647831.ogg,31.1741 121.4214 Ray Tsu 诸仁
litegr,[],['Call'],1.447881,103.724587,Egretta garzetta,Little Egret,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/575541,litegr/XC575541.ogg,1.447881 103.724587 Okamoto Keita Sin
graher1,[],[''],46.8552,-2.0836,Ardea cinerea,Gray Heron,"Olivier SWIFT, Hélène CARTAUD",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/698385,graher1/XC698385.ogg,"46.8552 -2.0836 Olivier SWIFT, Hélène CARTAUD"
rorpar,[],[''],51.26,4.4941,Psittacula krameri,Rose-ringed Parakeet,Wim Jacobs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/856220,rorpar/XC856220.ogg,51.26 4.4941 Wim Jacobs
grewar3,[],"['male', 'song']",52.5022,1.748,Phylloscopus trochiloides,Greenish Warbler,Andrew Easton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/319647,grewar3/XC319647.ogg,52.5022 1.748 Andrew Easton
whbwat1,[],[''],1.2839,103.7913,Amaurornis phoenicurus,White-breasted Waterhen,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/756639,whbwat1/XC756639.ogg,1.2839 103.7913 Okamoto Keita Sin
eurcoo,[],[''],45.368,10.2179,Fulica atra,Eurasian Coot,Paolo Zucca,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/713504,eurcoo/XC713504.ogg,45.368 10.2179 Paolo Zucca
grewar3,[],['song'],54.2461,13.9161,Phylloscopus trochiloides,Greenish Warbler,Marcel Tenhaeff,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/630521,grewar3/XC630521.ogg,54.2461 13.9161 Marcel Tenhaeff
grtdro1,[],['alarm call'],11.5347,75.7054,Dicrurus paradiseus,Greater Racket-tailed Drongo,Sathyan Meppayur,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/537855,grtdro1/XC537855.ogg,11.5347 75.7054 Sathyan Meppayur
rorpar,[],['call'],10.1369,76.4567,Psittacula krameri,Rose-ringed Parakeet,Dilip KG,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/237579,rorpar/XC237579.ogg,10.1369 76.4567 Dilip KG
grtdro1,[],['call'],11.2759,76.2188,Dicrurus paradiseus,Greater Racket-tailed Drongo,Vivek Puliyeri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/276853,grtdro1/XC276853.ogg,11.2759 76.2188 Vivek Puliyeri
rewbul,[],['song'],,,Pycnonotus jocosus,Red-whiskered Bulbul,Pankaj Koparde,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/123010,rewbul/XC123010.ogg,nan nan Pankaj Koparde
blrwar1,[],"['male', 'song']",53.6926,-0.4765,Acrocephalus dumetorum,Blyth's Reed Warbler,Graham Catley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/566126,blrwar1/XC566126.ogg,53.6926 -0.4765 Graham Catley
litegr,[],"['call', 'sounds from flapping wings']",23.364,120.176,Egretta garzetta,Little Egret,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/605112,litegr/XC605112.ogg,23.364 120.176 Sunny Tseng
rorpar,[],['song'],14.5088,-17.0696,Psittacula krameri,Rose-ringed Parakeet,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/308042,rorpar/XC308042.ogg,14.5088 -17.0696 Bram Piot
greegr,[],"['adult', 'flight call', 'sex uncertain']",-31.3092,-54.0602,Ardea alba,Great Egret,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/686664,greegr/XC686664.ogg,-31.3092 -54.0602 JAYRSON ARAUJO DE OLIVEIRA
bcnher,[],['nocturnal flight call'],43.0353,-1.0203,Nycticorax nycticorax,Black-crowned Night-Heron,Louis Sallé,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/689920,bcnher/XC689920.ogg,43.0353 -1.0203 Louis Sallé
blrwar1,[],"['male', 'song']",60.2762,17.4656,Acrocephalus dumetorum,Blyth's Reed Warbler,Kalle Brinell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/656265,blrwar1/XC656265.ogg,60.2762 17.4656 Kalle Brinell
whbwat1,[],['Call'],1.447881,103.724587,Amaurornis phoenicurus,White-breasted Waterhen,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/610775,whbwat1/XC610775.ogg,1.447881 103.724587 Okamoto Keita Sin
blrwar1,[],"['mimicry/imitation', 'song']",61.1624,28.3059,Acrocephalus dumetorum,Blyth's Reed Warbler,Ahti Pulli,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/659759,blrwar1/XC659759.ogg,61.1624 28.3059 Ahti Pulli
rorpar,[],[''],52.5331,-1.9501,Psittacula krameri,Rose-ringed Parakeet,Paul Bate,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/856357,rorpar/XC856357.ogg,52.5331 -1.9501 Paul Bate
blrwar1,[],"['male', 'song']",56.113,47.5464,Acrocephalus dumetorum,Blyth's Reed Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/134719,blrwar1/XC134719.ogg,56.113 47.5464 Albert Lastukhin
grtdro1,[],[''],12.8425,99.5903,Dicrurus paradiseus,Greater Racket-tailed Drongo,Stephan Risch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/784261,grtdro1/XC784261.ogg,12.8425 99.5903 Stephan Risch
bcnher,[],[''],40.646,0.6865,Nycticorax nycticorax,Black-crowned Night-Heron,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/707713,bcnher/XC707713.ogg,40.646 0.6865 Xavier Riera
rorpar,[],['flight call'],50.6898,4.2086,Psittacula krameri,Rose-ringed Parakeet,Daniel Goris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/493368,rorpar/XC493368.ogg,50.6898 4.2086 Daniel Goris
graher1,[],['flight call'],48.7129,1.9794,Ardea cinerea,Gray Heron,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/522583,graher1/XC522583.ogg,48.7129 1.9794 Stanislas Wroza
rorpar,[],['song'],51.0564,6.9198,Psittacula krameri,Rose-ringed Parakeet,Markus Jacobs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/521695,rorpar/XC521695.ogg,51.0564 6.9198 Markus Jacobs
rewbul,[],[''],19.9751,110.4364,Pycnonotus jocosus,Red-whiskered Bulbul,Dave Guo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/770528,rewbul/XC770528.ogg,19.9751 110.4364 Dave Guo
grewar3,[],[''],34.9334,103.7501,Phylloscopus trochiloides,Greenish Warbler,Jiahua X.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/735991,grewar3/XC735991.ogg,34.9334 103.7501 Jiahua X.
grewar3,[],['call'],34.9428,103.7535,Phylloscopus trochiloides,Greenish Warbler,周哲(Zhou Zhe),Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/599946,grewar3/XC599946.ogg,34.9428 103.7535 周哲(Zhou Zhe)
litegr,[],"['alarm call', 'gurgling']",43.4879,4.4081,Egretta garzetta,Little Egret,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/365090,litegr/XC365090.ogg,43.4879 4.4081 Stanislas Wroza
bcnher,[],['flight call'],43.4046,-0.623,Nycticorax nycticorax,Black-crowned Night-Heron,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/138482,bcnher/XC138482.ogg,43.4046 -0.623 Bernard BOUSQUET
graher1,[],[''],55.0775,10.224,Ardea cinerea,Gray Heron,Gunnar Knudsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/768379,graher1/XC768379.ogg,55.0775 10.224 Gunnar Knudsen
gyhcaf1,[],['song'],18.2746,102.1929,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Andres Angulo Rubiano,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/497007,gyhcaf1/XC497007.ogg,18.2746 102.1929 Andres Angulo Rubiano
bcnher,[],[''],48.6556,2.0553,Nycticorax nycticorax,Black-crowned Night-Heron,Bertrand Dallet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/702327,bcnher/XC702327.ogg,48.6556 2.0553 Bertrand Dallet
rewbul,[],['call'],10.4447,76.8488,Pycnonotus jocosus,Red-whiskered Bulbul,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/490873,rewbul/XC490873.ogg,10.4447 76.8488 Sreekumar Chirukandoth
rorpar,[],['call'],50.1306,8.7031,Psittacula krameri,Rose-ringed Parakeet,W. Agster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/688959,rorpar/XC688959.ogg,50.1306 8.7031 W. Agster
graher1,[],"['alarm call', 'flight call']",41.5426,1.8774,Ardea cinerea,Gray Heron,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/389467,graher1/XC389467.ogg,41.5426 1.8774 Jordi Calvet
blrwar1,[],[''],63.2248,14.5915,Acrocephalus dumetorum,Blyth's Reed Warbler,Pontus Wennesjö,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/733671,blrwar1/XC733671.ogg,63.2248 14.5915 Pontus Wennesjö
litegr,[],"['call', 'song']",39.799,3.107,Egretta garzetta,Little Egret,GABRIEL LEITE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/376641,litegr/XC376641.ogg,39.799 3.107 GABRIEL LEITE
rewbul,[],['song'],21.8259,111.4281,Pycnonotus jocosus,Red-whiskered Bulbul,Qin Huang,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/307714,rewbul/XC307714.ogg,21.8259 111.4281 Qin Huang
whbwat1,[],"['call', 'song']",25.1152,121.4674,Amaurornis phoenicurus,White-breasted Waterhen,Patrick Blake,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/147285,whbwat1/XC147285.ogg,25.1152 121.4674 Patrick Blake
litegr,[],['nocturnal flight call'],43.5352,-1.4475,Egretta garzetta,Little Egret,Frédéric Cazaban,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/551437,litegr/XC551437.ogg,43.5352 -1.4475 Frédéric Cazaban
blrwar1,[],['song'],55.4868,11.8888,Acrocephalus dumetorum,Blyth's Reed Warbler,Per Baekgaard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/564413,blrwar1/XC564413.ogg,55.4868 11.8888 Per Baekgaard
rewbul,[],['song'],26.8726,88.8701,Pycnonotus jocosus,Red-whiskered Bulbul,Sudipto Roy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/414674,rewbul/XC414674.ogg,26.8726 88.8701 Sudipto Roy
greegr,[],"['adult', 'flight call']",51.4273,23.1302,Ardea alba,Great Egret,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/554102,greegr/XC554102.ogg,51.4273 23.1302 Jarek Matusiak
eurcoo,[],['nocturnal flight call'],51.3626,4.4419,Fulica atra,Eurasian Coot,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/603065,eurcoo/XC603065.ogg,51.3626 4.4419 Bram Vogels
rorpar,[],"['adult', 'call', 'female']",18.495,73.8027,Psittacula krameri,Rose-ringed Parakeet,Rajgopal Patil,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/568863,rorpar/XC568863.ogg,18.495 73.8027 Rajgopal Patil
greegr,[],['call'],26.6804,93.5596,Ardea alba,Great Egret,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/116545,greegr/XC116545.ogg,26.6804 93.5596 Mike Nelson
rewbul,[],['call'],26.9239,92.8812,Pycnonotus jocosus,Red-whiskered Bulbul,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/116838,rewbul/XC116838.ogg,26.9239 92.8812 Mike Nelson
eurcoo,[],[''],35.6419,139.8552,Fulica atra,Eurasian Coot,Joshua Chong,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/858054,eurcoo/XC858054.ogg,35.6419 139.8552 Joshua Chong
whbwat1,[],[''],22.4495,114.3209,Amaurornis phoenicurus,White-breasted Waterhen,Geoff Carey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/764947,whbwat1/XC764947.ogg,22.4495 114.3209 Geoff Carey
greegr,[],[''],15.7863,-96.9385,Ardea alba,Great Egret,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/796141,greegr/XC796141.ogg,15.7863 -96.9385 Manuel Grosselet
whbwat1,[],[''],31.3039,122.0923,Amaurornis phoenicurus,White-breasted Waterhen,Bo Shunqi 薄顺奇,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/843300,whbwat1/XC843300.ogg,31.3039 122.0923 Bo Shunqi 薄顺奇
